id,nombre,apellido,edad,Genero,promedio_estadistica,promedio_matematica,promedio_programacion,promedio_bigdata,promedio_ofimatica,faltas_estadistica,faltas_matematica,faltas_programacion,faltas_bigdata,faltas_ofimatica,estilo_aprendizaje,metodos_estudio,horas_diarias_estudio,participacion_clases,acceso_recursos_tecnologicos,acceso_internet,motivacion_carrera,objetivos_academicos,estres,satisfaccion_ensenanza,actitud_hacia_tecnologia
308,Bernice,Burford,34,Female,3.66,5.01,2.18,9.49,4.28,0.78,0.16,0.71,0.73,0.88,auditivo,técnica Pomodoro,6,false,true,false,false,false,true,true,true
309,Sayres,Girauld,26,Male,3.97,2.89,8.2,4.49,3.92,0.91,0.2,0.42,0.2,0.22,visual,técnica Pomodoro,1,false,false,false,true,false,true,false,false
310,Merill,Walsom,35,Male,0.39,9.42,3.36,7.38,6.0,0.55,0.2,0.45,0.75,0.95,otro,uso de tecnología,1,false,false,false,true,false,false,true,false
311,Monah,Mylechreest,33,Female,8.63,7.78,1.78,2.5,4.2,0.06,0.11,0.09,0.66,0.69,auditivo,técnica Pomodoro,2,false,true,false,true,false,true,false,true
312,Bridget,Ahmad,26,Female,0.74,1.96,8.06,9.84,3.08,0.16,0.97,0.41,0.6,0.54,Lectura/Escritura,enseñanza a otros,4,false,false,false,true,false,false,false,true
313,Gib,Dye,33,Male,9.19,2.37,0.51,9.79,5.37,0.43,0.5,0.03,0.49,0.67,Multimodal,resúmenes,7,true,true,false,false,false,false,false,true
314,Robbyn,Girdlestone,26,Female,0.87,5.15,0.9,8.63,3.3,0.89,0.98,0.4,0.38,0.25,kinestésico,uso de tecnología,2,false,false,true,true,false,false,true,true
315,Kearney,Klaus,31,Male,7.26,1.35,3.85,4.19,2.22,0.79,0.81,0.81,0.63,0.36,Multimodal,mapas mentales,6,true,false,false,true,true,true,false,true
316,Hewie,Claibourn,37,Male,6.66,4.04,4.03,6.69,4.07,0.72,0.05,0.31,0.78,0.81,auditivo,enseñanza a otros,8,false,true,false,true,false,false,false,true
317,Harriette,Jenyns,19,Female,9.22,1.75,1.36,8.37,5.85,0.78,0.38,0.0,0.81,0.35,Lectura/Escritura,técnica Pomodoro,1,true,false,true,true,false,true,true,false
318,Vally,Lopes,18,Female,3.47,7.78,2.37,0.61,9.61,0.38,0.03,0.24,0.47,0.7,otro,otro,4,false,false,false,false,true,false,true,false
319,Craggy,Ferber,27,Male,7.88,4.08,9.81,9.45,0.7,0.02,0.85,0.18,0.29,0.62,auditivo,flashcards,2,false,false,true,false,true,true,false,true
320,Justinian,Petyankin,25,Male,0.42,4.84,4.55,8.46,7.14,0.53,0.0,0.71,0.13,0.93,Multimodal,flashcards,5,false,false,false,true,false,false,false,true
321,Therese,Ortsmann,19,Female,5.5,3.44,2.12,3.88,3.2,0.29,0.6,0.96,0.9,0.06,visual,enseñanza a otros,0,true,true,false,true,false,false,false,true
322,Vidovic,Vanyatin,31,Male,1.8,8.62,1.17,7.5,9.12,0.25,0.87,0.99,0.25,0.41,auditivo,flashcards,0,false,false,false,false,false,true,true,true
323,Cassaundra,Caldecott,36,Female,9.24,0.34,4.39,0.77,5.77,0.79,0.15,0.33,0.4,0.19,Multimodal,técnica Pomodoro,6,true,true,false,false,false,true,false,true
324,Dagny,Karus,25,Male,4.24,5.28,7.39,9.19,6.96,0.24,0.05,0.16,0.62,0.37,Multimodal,uso de tecnología,2,true,false,false,true,false,false,true,false
325,Ephrayim,Wickett,32,Male,3.47,0.81,7.76,4.74,6.26,0.91,0.33,0.61,0.29,0.87,Multimodal,grupos de estudio,3,true,false,false,true,false,true,false,true
326,Dewain,Hammerberg,25,Male,6.29,8.98,7.02,8.44,3.76,0.09,0.16,0.62,0.24,0.19,kinestésico,lectura activa,6,false,true,true,false,true,false,true,false
327,Ianthe,Swidenbank,26,Female,7.03,7.2,7.37,4.14,7.41,0.24,0.26,0.89,0.12,0.67,auditivo,Toma de apuntes,7,false,false,false,false,true,false,false,false
328,Inez,Bigby,31,Female,4.89,4.8,9.59,4.93,1.71,0.82,0.49,0.2,0.63,0.7,auditivo,mapas mentales,6,true,false,true,false,true,true,false,false
329,Noell,Parsell,29,Female,1.41,7.26,7.32,3.48,0.07,0.66,0.98,0.11,0.27,0.31,kinestésico,lectura activa,6,true,true,true,false,true,false,false,false
330,Layton,Malenfant,22,Male,1.52,0.43,5.0,9.38,0.56,0.49,0.24,0.34,0.64,0.35,auditivo,otro,3,true,false,false,true,true,true,true,false
331,Gray,McGorley,37,Female,4.35,9.59,4.46,8.8,7.71,0.96,0.73,0.29,0.27,0.87,Multimodal,Toma de apuntes,3,false,true,true,false,false,true,true,false
332,Nickolai,Screach,26,Male,8.73,6.86,0.23,5.0,2.19,0.72,0.29,0.52,0.28,0.39,Multimodal,técnica Pomodoro,6,false,false,true,false,false,false,true,false
333,Brewer,Kender,32,Male,5.51,2.55,2.78,0.49,1.4,0.37,0.54,0.43,0.97,0.03,Multimodal,mapas mentales,6,true,true,true,false,true,true,false,true
334,Larisa,Mattia,38,Female,2.58,2.67,3.36,8.73,1.5,0.51,0.52,0.41,0.13,0.36,visual,mapas mentales,2,false,false,true,false,true,false,false,true
335,Giavani,Mouland,36,Male,3.87,8.81,8.54,2.77,5.94,0.78,0.55,0.03,0.91,0.52,Multimodal,enseñanza a otros,1,false,false,true,true,true,true,true,false
336,Damita,Takos,34,Female,7.15,2.89,7.74,9.0,4.91,0.36,0.28,0.96,0.08,0.61,visual,uso de tecnología,1,false,false,false,true,true,true,false,true
337,Bethanne,Kluger,26,Female,1.89,1.52,9.78,7.14,7.16,0.49,0.35,0.82,0.78,0.9,Multimodal,resúmenes,2,false,false,true,true,true,true,false,true
338,Conny,Jopson,32,Male,8.02,7.36,3.85,7.89,2.63,0.81,0.32,0.06,0.03,0.78,otro,flashcards,8,true,true,false,false,true,false,false,true
339,Maris,Speechley,25,Female,5.13,5.48,8.1,2.33,9.91,0.37,0.86,0.02,0.15,0.84,Lectura/Escritura,mapas mentales,4,true,true,true,false,true,true,false,true
340,Abran,Lightwing,18,Male,3.21,4.0,3.76,0.9,1.02,0.71,0.75,0.71,0.49,0.86,kinestésico,técnica Pomodoro,0,true,false,true,false,true,false,false,true
341,Anya,Carl,18,Female,0.4,3.54,6.93,8.63,4.06,0.13,0.88,0.52,0.66,0.63,kinestésico,otro,5,true,true,false,true,true,false,true,false
342,Elvina,Slisby,19,Female,6.39,8.31,0.76,3.36,8.37,0.18,0.62,0.25,0.07,0.31,Multimodal,técnica Pomodoro,7,false,false,false,true,false,true,true,false
343,Florette,Gilling,25,Female,1.7,1.28,6.58,9.4,7.66,0.31,0.3,0.89,0.93,0.1,auditivo,otro,1,false,false,false,true,false,true,true,false
344,Fania,Scrammage,24,Female,0.16,8.55,9.9,1.12,1.93,0.66,0.29,0.38,0.28,1.0,Lectura/Escritura,uso de tecnología,7,false,true,false,false,false,false,false,true
345,Carolus,Wittman,34,Male,7.49,0.82,4.79,8.0,8.36,0.19,0.09,0.55,0.19,0.39,visual,lectura activa,1,true,true,true,true,true,true,false,false
346,Calypso,Larkkem,32,Female,1.47,9.74,2.88,7.81,7.03,0.18,0.29,0.43,0.55,0.47,otro,flashcards,4,true,true,true,true,false,false,true,true
347,Elysha,Cant,32,Female,9.49,4.23,1.4,9.14,3.43,0.58,0.73,0.18,0.37,0.56,otro,lectura activa,1,false,true,true,false,true,true,false,false
348,Celestina,Seagood,28,Female,9.31,2.89,7.71,0.61,0.23,0.43,0.27,0.91,0.57,0.39,Lectura/Escritura,enseñanza a otros,3,true,true,true,true,false,false,false,false
349,Lilith,Mephan,39,Female,8.27,5.06,3.29,3.02,7.36,0.09,0.56,0.52,0.75,0.76,Lectura/Escritura,resúmenes,8,false,false,true,true,false,false,false,false
350,Godfree,Trevains,24,Male,3.98,8.21,8.34,2.65,3.65,0.9,0.85,0.2,0.65,0.86,visual,enseñanza a otros,5,true,true,false,true,false,true,false,true
351,Bessy,Asey,39,Female,9.24,7.67,5.1,8.95,4.81,0.6,0.86,0.65,0.12,0.78,visual,lectura activa,5,false,true,false,true,false,true,true,true
352,Merell,Darnborough,35,Male,3.55,2.36,9.81,3.2,3.88,0.41,0.08,0.4,0.75,0.27,kinestésico,uso de tecnología,2,false,false,false,true,true,true,true,true
353,Debora,Order,34,Female,4.03,8.43,3.59,7.51,8.82,0.22,0.59,0.25,0.77,0.59,visual,mapas mentales,8,false,true,true,true,true,false,false,true
354,Sonny,Whitfield,19,Female,3.01,9.8,9.88,7.24,6.73,0.81,0.04,0.72,0.94,0.65,auditivo,enseñanza a otros,3,false,false,false,true,true,false,false,true
355,Alford,Slogrove,35,Male,1.65,4.48,9.25,4.28,0.2,0.34,0.95,0.99,0.82,0.19,otro,mapas mentales,4,true,false,false,false,true,false,false,false
356,Shayne,Weepers,18,Male,2.35,8.74,8.42,9.75,2.67,0.95,0.59,0.05,0.11,0.46,otro,otro,0,true,true,false,true,false,false,true,true
357,Rayshell,Fessby,20,Female,1.21,8.63,2.71,6.87,2.47,0.45,0.02,0.97,0.12,0.28,otro,grupos de estudio,7,true,true,true,true,true,true,true,true
358,Wiatt,Morrott,23,Male,0.81,5.4,3.29,1.3,8.56,0.92,0.11,0.81,0.03,0.38,visual,flashcards,4,true,true,true,true,true,true,true,true
359,Floyd,Stapleton,36,Male,7.52,8.07,9.94,0.45,1.57,0.51,0.42,0.38,0.29,0.89,Multimodal,autoevaluación y pruebas prácticas,4,true,true,true,true,true,false,false,false
360,Theodosia,Pomfrey,26,Female,5.83,7.96,7.79,6.32,4.44,0.77,0.31,0.69,0.67,0.71,kinestésico,otro,0,true,false,true,false,false,true,false,false
361,Hasty,Elsip,32,Male,4.12,9.03,0.25,5.05,9.69,0.35,0.21,0.5,0.74,0.55,Multimodal,flashcards,2,true,true,false,true,true,true,true,false
362,Torie,Petz,39,Female,7.51,4.96,6.86,3.07,3.27,0.6,0.09,0.24,0.98,0.08,otro,autoevaluación y pruebas prácticas,7,true,true,false,false,true,false,true,true
363,Bibbie,Clowton,37,Female,9.34,9.72,3.58,8.68,7.23,0.82,0.51,0.38,0.64,0.23,auditivo,técnica Pomodoro,0,false,false,false,true,true,false,false,true
364,Mariejeanne,Minchella,37,Female,1.38,1.67,9.04,1.46,5.79,0.92,0.38,0.65,1.0,0.14,Lectura/Escritura,mapas mentales,4,false,true,true,false,false,true,false,false
365,Mari,Fieller,27,Female,9.96,2.09,0.43,6.43,2.09,0.7,0.46,0.31,0.08,0.41,visual,grupos de estudio,6,true,true,false,true,false,true,true,false
366,Terry,Menure,34,Female,4.15,5.28,3.56,2.02,7.89,0.98,0.21,0.82,0.31,0.27,Lectura/Escritura,grupos de estudio,2,false,false,false,false,true,true,false,true
367,Onofredo,New,33,Male,8.49,4.47,1.39,5.5,3.82,0.65,0.01,0.97,0.16,0.66,Lectura/Escritura,resúmenes,6,false,false,true,true,true,false,false,false
368,Deeann,Rushmere,33,Female,2.16,5.87,4.22,7.85,5.71,0.59,0.01,0.12,0.38,0.68,Multimodal,grupos de estudio,5,false,true,false,false,false,true,false,true
369,Ambur,Grabeham,32,Female,1.8,8.67,8.72,8.21,1.3,0.88,0.99,0.97,0.97,0.1,kinestésico,resúmenes,3,true,false,true,true,true,true,true,true
370,Bab,Shallow,24,Female,8.36,1.76,9.75,5.47,9.73,0.09,0.68,0.92,0.09,0.04,Lectura/Escritura,lectura activa,0,false,false,false,false,true,false,true,false
371,Cynthea,Iacofo,34,Female,5.22,5.54,7.35,7.29,7.39,0.02,0.13,0.7,0.47,0.39,Lectura/Escritura,autoevaluación y pruebas prácticas,3,true,true,false,true,false,false,false,false
372,Basil,Butler,24,Male,7.01,5.47,2.77,1.46,4.28,0.7,0.63,0.6,0.22,0.02,Multimodal,grupos de estudio,0,false,true,true,false,false,true,false,false
373,Egbert,Treanor,34,Male,2.18,8.2,8.6,8.27,4.15,0.26,0.16,0.84,0.47,0.35,otro,lectura activa,3,false,false,true,true,true,false,true,true
374,Davey,Jeeves,21,Male,1.94,8.5,9.38,5.68,7.53,0.19,0.76,0.81,0.19,0.41,kinestésico,resúmenes,3,true,false,false,true,true,true,true,true
375,Dave,Kubacki,18,Male,1.11,0.43,7.5,5.66,8.32,0.34,0.98,0.75,0.18,0.6,visual,enseñanza a otros,4,true,true,true,true,false,false,false,false
376,Davidson,Nitto,20,Male,7.37,6.26,9.7,5.64,1.52,0.21,0.17,0.9,0.27,0.4,Multimodal,resúmenes,1,true,false,true,true,false,false,false,false
377,Alida,Wince,37,Female,6.97,4.9,2.68,4.03,3.06,0.64,0.61,0.09,0.73,0.92,Multimodal,técnica Pomodoro,7,true,false,false,true,false,false,false,false
378,Nathalie,Peregrine,21,Female,0.63,6.53,3.32,6.96,4.19,0.48,0.5,0.2,0.26,0.51,Multimodal,flashcards,3,true,false,false,true,true,true,true,true
379,Essy,Greneham,29,Female,0.07,4.82,0.36,5.1,4.23,0.04,0.22,0.59,0.42,0.22,visual,grupos de estudio,5,true,false,false,true,false,true,false,false
380,Sylvan,Whorton,40,Male,3.87,3.95,3.02,0.61,6.03,0.46,0.06,0.24,0.98,0.99,Multimodal,resúmenes,0,true,false,true,true,false,false,false,false
381,Mendy,Hurworth,28,Male,0.48,8.12,6.61,5.2,5.94,0.7,0.7,0.48,0.78,0.71,Multimodal,grupos de estudio,1,false,true,true,true,false,true,true,false
382,Shaw,McEvoy,33,Male,3.5,3.49,0.67,0.57,9.03,0.25,0.12,0.35,0.79,0.31,Lectura/Escritura,uso de tecnología,5,false,true,true,false,true,false,false,true
383,Weston,Jammes,32,Male,9.82,8.94,9.42,1.23,6.62,0.7,0.38,0.7,0.43,0.56,auditivo,lectura activa,5,false,true,false,false,false,false,true,false
384,Danni,Chichgar,18,Female,5.17,7.89,6.84,5.5,3.15,0.5,0.59,0.03,0.36,0.92,kinestésico,flashcards,0,false,true,false,false,false,false,false,true
385,Eamon,Biggans,32,Male,5.68,5.64,5.08,5.69,8.12,0.53,0.11,0.37,0.18,0.77,Lectura/Escritura,técnica Pomodoro,7,false,false,true,true,false,false,false,false
386,Weider,Kenefick,19,Male,2.44,3.74,2.62,2.45,9.44,0.28,0.42,0.34,0.9,1.0,auditivo,autoevaluación y pruebas prácticas,1,true,true,true,true,false,true,true,false
387,Barry,Luparti,40,Male,1.12,4.13,3.71,2.7,7.19,0.92,0.07,0.3,0.67,0.73,kinestésico,grupos de estudio,5,true,true,true,false,true,false,true,false
388,Michaelina,Beynon,32,Female,1.29,8.39,3.32,8.03,0.07,0.13,0.38,0.5,0.21,0.15,otro,otro,1,true,false,true,true,true,true,true,true
389,Darrick,Benbrick,35,Male,0.03,1.86,9.09,5.63,6.86,0.79,0.89,0.81,0.78,0.85,visual,lectura activa,1,true,false,true,false,false,false,true,false
390,Heida,Horsley,29,Female,1.6,2.89,9.93,7.16,2.99,0.07,0.49,0.97,0.16,0.26,visual,enseñanza a otros,2,false,false,false,true,true,true,true,false
391,Sterling,Goodban,36,Male,8.58,4.1,6.63,4.2,1.45,0.24,0.93,0.8,0.75,0.49,visual,técnica Pomodoro,7,true,false,false,false,true,false,true,false
392,Ky,Ferry,24,Male,6.35,1.43,8.54,4.54,8.55,0.21,0.93,0.32,0.79,0.65,Multimodal,otro,6,false,true,true,false,true,false,true,true
393,Georgie,Ohrtmann,30,Female,6.59,8.27,6.51,8.39,0.52,0.4,0.32,0.38,0.72,0.16,otro,grupos de estudio,8,true,false,false,true,false,true,false,true
394,Andy,Hiddy,19,Female,6.75,8.74,4.43,6.1,1.09,0.35,0.32,0.28,0.36,0.77,Lectura/Escritura,enseñanza a otros,4,false,true,true,true,true,false,false,false
395,Chevalier,Sellars,30,Male,6.41,2.11,8.9,1.31,0.37,0.8,0.53,0.74,0.39,0.03,visual,autoevaluación y pruebas prácticas,4,true,false,false,true,false,false,true,true
396,Hermann,Pollack,23,Male,5.71,2.13,1.9,0.55,9.22,0.09,0.13,0.74,0.28,0.94,otro,autoevaluación y pruebas prácticas,6,true,false,false,true,false,false,false,true
397,Aloysia,Osbourne,19,Female,4.54,4.26,2.9,7.62,5.87,0.92,0.57,0.64,0.12,0.4,Lectura/Escritura,uso de tecnología,4,false,false,true,false,true,false,false,false
398,Petronella,Trebbett,36,Female,1.46,3.65,6.96,6.47,9.84,0.39,0.25,0.99,0.74,0.88,otro,uso de tecnología,2,true,false,false,true,true,false,false,true
399,Lucina,Medina,33,Female,4.07,3.5,7.74,9.95,4.95,0.27,0.8,0.23,0.4,0.84,Multimodal,mapas mentales,3,false,true,true,true,true,false,true,false
400,Cull,Parkman,34,Male,7.26,6.13,3.01,8.86,1.85,0.91,0.81,0.64,0.85,0.53,visual,resúmenes,0,false,true,true,true,false,false,false,false
401,Rubi,Skells,26,Female,7.97,5.97,0.47,5.56,4.3,0.46,0.92,0.97,0.4,0.93,visual,flashcards,7,false,false,false,true,true,true,false,false
402,Murdock,Balasin,39,Male,1.87,0.44,7.14,1.38,5.46,0.9,0.27,0.88,0.36,0.94,Lectura/Escritura,Toma de apuntes,0,false,false,false,false,false,true,false,false
403,Faustina,Menchenton,33,Female,7.82,1.02,4.65,0.29,3.86,0.94,0.17,0.45,0.47,0.91,visual,autoevaluación y pruebas prácticas,7,false,true,true,false,false,true,false,true
404,Marshall,Hartnup,19,Male,0.46,6.74,9.88,3.92,7.15,0.54,0.64,0.8,0.46,0.61,auditivo,lectura activa,2,true,false,true,true,true,false,false,false
405,Connor,Heiden,40,Male,1.73,1.72,0.81,7.87,4.05,0.74,0.15,0.88,0.29,0.57,Multimodal,flashcards,5,false,false,true,true,false,true,false,true
406,Joane,Chatten,38,Female,5.52,3.94,1.39,2.44,9.54,0.74,0.97,0.28,0.09,0.85,visual,uso de tecnología,1,false,false,true,true,true,true,true,false
407,Nikolaos,Underhill,31,Male,1.19,8.9,4.33,7.84,7.04,0.32,0.1,0.33,0.12,0.65,kinestésico,enseñanza a otros,2,false,true,false,false,true,false,false,true
408,Michele,Plaice,26,Female,5.62,4.65,4.41,3.03,3.6,0.5,0.87,0.42,0.74,0.03,auditivo,otro,4,true,true,false,true,false,false,true,true
409,Jacintha,Smale,39,Female,9.33,5.26,5.1,5.27,8.17,0.66,0.97,0.53,0.71,0.55,auditivo,lectura activa,2,false,true,false,false,false,false,false,false
410,Erena,Munday,18,Female,8.95,3.18,6.3,2.07,1.45,0.24,0.33,0.71,0.06,0.61,otro,autoevaluación y pruebas prácticas,1,true,true,true,false,true,true,true,true
411,Gardener,Moynihan,20,Male,6.19,9.0,9.25,1.97,4.12,0.38,0.48,0.41,0.65,0.24,visual,lectura activa,5,true,false,true,false,false,false,false,true
412,Cariotta,Capponeer,35,Female,1.13,3.22,7.91,5.72,7.79,0.52,0.48,0.06,0.76,0.86,kinestésico,uso de tecnología,6,true,true,false,true,true,false,true,false
413,Corine,Cordrey,35,Female,7.06,5.19,4.46,7.72,9.8,0.74,0.7,0.83,0.47,0.38,Multimodal,mapas mentales,4,true,false,true,true,true,false,false,true
414,Briana,Lunn,38,Female,8.52,0.84,3.89,1.17,4.36,0.93,0.38,0.79,0.57,0.7,auditivo,técnica Pomodoro,2,true,true,false,true,true,false,false,false
415,Lanita,Petz,18,Female,0.3,3.96,0.5,2.65,1.86,0.34,0.47,0.05,0.73,0.79,auditivo,Toma de apuntes,4,true,false,false,true,true,false,true,false
416,Grissel,Cossans,40,Female,5.05,5.35,7.55,1.9,4.9,0.75,0.39,0.91,0.15,0.6,kinestésico,flashcards,1,false,false,true,false,true,false,false,false
417,Idell,Mustarde,35,Female,7.37,3.91,7.89,0.94,4.53,0.94,0.26,0.84,0.59,0.35,visual,lectura activa,0,false,true,true,false,false,true,false,false
418,Melvyn,Chisolm,25,Male,3.55,1.92,3.62,2.19,7.3,0.98,0.39,0.5,0.81,0.16,Multimodal,lectura activa,3,false,true,true,true,false,false,true,true
419,Marcus,Spilstead,38,Male,2.47,4.09,1.02,8.43,0.76,0.18,0.97,0.85,0.25,0.33,Lectura/Escritura,autoevaluación y pruebas prácticas,8,false,true,false,true,true,false,false,false
420,Fayette,Carletto,37,Female,5.33,8.61,3.31,7.42,9.37,0.21,0.37,0.17,0.07,0.75,otro,flashcards,0,true,false,true,false,false,false,true,true
421,Grenville,Bowlas,26,Male,5.2,4.87,3.52,0.58,7.08,0.51,0.82,0.68,0.5,0.31,kinestésico,resúmenes,5,false,false,true,true,true,false,false,true
422,Andree,Verheijden,25,Female,8.31,6.82,0.17,5.84,2.93,0.14,0.53,0.97,0.42,0.8,Lectura/Escritura,técnica Pomodoro,3,true,false,true,false,true,false,true,true
423,Rab,Kerfoot,23,Male,0.39,1.6,9.98,1.35,9.68,0.29,0.69,0.68,0.23,0.28,otro,autoevaluación y pruebas prácticas,8,false,false,true,false,true,true,false,false
424,Korney,Ridett,18,Female,2.79,8.18,2.56,4.38,9.54,0.56,0.36,0.89,0.45,0.18,visual,autoevaluación y pruebas prácticas,3,true,false,true,true,true,false,true,false
425,Zsa zsa,Abramino,29,Female,5.81,6.24,6.35,0.3,1.35,0.1,0.56,0.94,0.24,0.16,otro,uso de tecnología,7,false,false,false,true,false,false,true,true
426,Bill,Sawl,37,Female,9.63,9.33,3.25,0.43,0.38,0.09,0.89,0.49,0.75,0.42,kinestésico,enseñanza a otros,5,false,false,true,false,true,true,false,false
427,Belita,MacNeely,26,Female,2.76,2.67,1.19,7.41,4.67,0.36,0.74,0.6,0.6,0.36,visual,resúmenes,4,true,true,true,true,false,true,true,false
428,Flory,Leggs,22,Male,6.75,1.02,5.97,4.61,2.69,0.38,0.75,0.18,0.11,0.02,auditivo,enseñanza a otros,4,false,false,false,true,true,false,true,true
429,Yale,Fibbings,20,Male,2.95,9.55,3.19,4.73,0.8,0.71,0.27,0.72,0.72,0.15,auditivo,resúmenes,0,true,true,false,false,true,false,true,false
430,Rana,Bartlomiej,22,Female,6.77,7.79,3.19,2.56,0.27,0.65,0.28,0.27,0.89,0.09,kinestésico,enseñanza a otros,3,true,false,false,true,true,true,true,false
431,Mollie,Busswell,36,Female,8.13,8.91,1.01,9.01,6.41,0.58,0.33,0.82,0.56,0.34,visual,resúmenes,6,true,false,false,true,false,true,true,false
432,Emilie,O'Fergus,25,Female,9.5,8.9,8.4,3.49,6.24,0.67,0.07,0.51,0.71,0.95,kinestésico,Toma de apuntes,2,false,false,true,true,true,false,false,true
433,Ancell,Bumphrey,37,Male,1.76,0.28,1.66,3.33,0.17,0.12,0.82,0.72,0.77,0.68,auditivo,uso de tecnología,8,true,false,true,true,false,false,false,true
434,Tamma,Wylder,38,Female,5.83,4.48,4.65,3.29,6.67,0.9,0.69,0.02,0.78,0.98,auditivo,lectura activa,3,true,false,false,false,true,true,false,true
435,Yorke,Walkington,38,Male,5.32,5.35,7.18,6.82,3.48,0.13,0.12,0.77,0.91,0.32,otro,uso de tecnología,1,true,false,false,true,true,true,true,false
436,Redd,Lindblad,35,Male,1.43,9.5,2.62,4.72,9.1,0.1,0.29,0.52,0.0,0.14,Lectura/Escritura,uso de tecnología,0,true,false,true,false,true,true,true,false
437,Rem,Tomasz,21,Male,7.58,6.57,9.31,2.74,2.63,0.02,0.2,0.31,0.65,0.55,otro,grupos de estudio,6,false,true,false,false,false,true,false,false
438,Charline,Dewicke,28,Female,4.58,0.94,7.88,8.91,0.56,0.17,0.68,0.23,0.09,0.5,Multimodal,enseñanza a otros,1,true,true,false,true,true,false,false,true
439,Marjy,O'Clery,33,Female,8.33,3.86,4.2,7.15,6.24,0.11,0.64,0.54,0.09,0.62,visual,Toma de apuntes,0,true,true,false,true,true,false,true,false
440,Erich,Ferrarese,34,Male,0.76,3.63,4.68,6.88,3.93,0.67,0.85,0.63,0.13,0.19,otro,otro,0,true,true,false,true,false,false,true,true
441,Kris,Ropkins,20,Female,8.67,8.19,6.26,7.3,8.3,0.05,0.29,0.83,0.26,0.41,visual,resúmenes,2,false,false,false,true,false,false,true,false
442,Salomon,Odell,21,Male,3.33,8.17,3.17,2.8,5.49,0.53,0.08,0.4,0.71,0.98,Lectura/Escritura,enseñanza a otros,0,true,false,true,false,true,false,true,false
443,Saidee,Edgeworth,29,Female,8.53,2.17,5.83,6.3,7.76,0.66,0.69,0.18,0.1,0.96,visual,uso de tecnología,4,true,false,true,true,true,false,false,false
444,Sorcha,Nightingale,39,Female,9.2,9.27,9.21,6.19,2.75,0.95,0.94,0.32,0.11,0.31,auditivo,Toma de apuntes,5,true,false,false,true,true,false,true,false
445,Vaclav,Crimmins,34,Male,2.75,8.65,2.75,1.08,6.45,0.68,0.23,0.61,0.93,0.34,Multimodal,técnica Pomodoro,4,false,false,false,false,false,false,true,false
446,Moore,Piris,34,Male,8.85,3.09,1.79,2.66,4.25,0.86,0.6,0.11,0.46,0.26,kinestésico,lectura activa,8,false,true,false,true,true,true,false,false
447,Jamey,Cobbing,34,Male,2.39,9.94,4.28,8.27,9.28,0.8,0.68,0.36,0.13,0.11,visual,lectura activa,0,true,true,false,false,false,true,false,true
448,Merle,Gauld,31,Male,1.15,9.6,2.66,6.82,2.09,0.57,0.37,0.79,0.52,0.62,Lectura/Escritura,mapas mentales,2,true,false,true,false,true,true,true,true
449,Ervin,Studman,36,Male,6.16,6.18,7.45,3.28,5.96,0.52,0.51,0.35,0.47,0.71,kinestésico,enseñanza a otros,1,false,true,true,true,false,false,false,false
450,Saudra,Stiddard,18,Female,3.86,0.44,1.67,5.41,0.72,0.65,0.12,0.25,0.92,0.31,Multimodal,Toma de apuntes,5,false,true,true,true,true,true,true,true
451,Carilyn,Fludder,38,Female,7.46,1.4,6.47,4.06,1.62,0.89,0.53,0.75,0.68,0.96,auditivo,otro,4,false,true,true,true,false,true,true,true
452,Ellsworth,Janaway,37,Male,2.49,8.37,7.56,0.98,0.16,0.62,0.33,0.15,0.51,0.96,Multimodal,lectura activa,0,false,true,false,true,false,true,false,true
453,Zena,Kyle,32,Female,9.61,0.41,2.07,6.06,7.17,0.49,1.0,0.93,0.04,0.58,Multimodal,flashcards,1,true,true,true,true,false,true,true,true
454,Vanni,Temperton,26,Female,1.17,0.98,1.1,1.55,5.99,0.47,0.73,1.0,0.9,0.23,visual,mapas mentales,7,false,true,true,true,false,true,true,false
455,Arel,Bourchier,38,Male,1.27,5.83,7.8,9.92,5.13,0.23,0.14,0.74,0.79,0.37,auditivo,mapas mentales,3,true,true,true,true,true,true,true,true
456,Diann,Avrasin,25,Female,0.04,0.62,0.46,7.28,0.16,0.44,0.76,0.95,0.47,0.38,otro,enseñanza a otros,1,true,false,false,true,false,false,true,false
457,Holly,Lots,40,Male,5.35,8.08,2.92,9.32,6.55,0.11,0.18,0.92,0.59,0.58,visual,grupos de estudio,1,true,true,false,false,false,false,false,false
458,Margarette,Johnsson,40,Female,1.27,0.77,9.78,9.96,1.45,0.84,0.92,0.49,0.43,0.88,visual,Toma de apuntes,0,true,false,true,true,true,true,true,false
459,Yorker,Sidle,19,Male,1.01,8.36,8.73,0.06,4.86,0.37,0.47,0.04,0.05,0.29,kinestésico,Toma de apuntes,2,false,true,false,false,true,true,true,false
460,Atalanta,Naisbitt,25,Female,3.74,7.8,9.04,4.35,5.24,0.87,0.01,0.52,0.24,0.2,auditivo,técnica Pomodoro,2,false,true,true,false,true,false,true,true
461,Addi,Janacek,34,Female,0.17,9.1,1.01,7.88,5.67,0.06,0.41,0.07,0.7,0.2,kinestésico,lectura activa,0,false,false,false,true,true,false,true,false
462,Holt,Axelbee,39,Male,3.34,5.96,8.95,3.24,4.55,0.65,0.41,0.03,0.64,0.46,visual,mapas mentales,6,true,true,false,false,true,true,true,false
463,Jena,McTrustie,33,Female,7.11,8.1,4.12,8.94,9.43,0.6,0.37,0.66,0.55,0.81,kinestésico,grupos de estudio,4,true,true,false,true,false,true,true,false
